"","doc_id","paragraph_id","sentence_id","sentence","token_id","token","lemma","upos","xpos","feats","head_token_id","dep_rel","deps","misc"
"328","doc18",1,1,"Pokoknya kita harus mengerti dengan kesadaran sendiri bahwa kebersihan itu bukan untuk kita sendiri, tapi untuk kita semua, untuk warga Makassar.","7","sendiri",NA,"ADJ",NA,NA,"6","amod",NA,NA
"329","doc18",1,1,"Pokoknya kita harus mengerti dengan kesadaran sendiri bahwa kebersihan itu bukan untuk kita sendiri, tapi untuk kita semua, untuk warga Makassar.","8","bahwa",NA,"SCONJ",NA,NA,"9","mark",NA,NA
"330","doc18",1,1,"Pokoknya kita harus mengerti dengan kesadaran sendiri bahwa kebersihan itu bukan untuk kita sendiri, tapi untuk kita semua, untuk warga Makassar.","9","kebersihan",NA,"NOUN",NA,NA,"4","ccomp",NA,NA
"331","doc18",1,1,"Pokoknya kita harus mengerti dengan kesadaran sendiri bahwa kebersihan itu bukan untuk kita sendiri, tapi untuk kita semua, untuk warga Makassar.","10","itu",NA,"DET",NA,NA,"9","det",NA,NA
"332","doc18",1,1,"Pokoknya kita harus mengerti dengan kesadaran sendiri bahwa kebersihan itu bukan untuk kita sendiri, tapi untuk kita semua, untuk warga Makassar.","11","bukan",NA,"PART",NA,"Polarity=Neg","13","advmod",NA,NA
"333","doc18",1,1,"Pokoknya kita harus mengerti dengan kesadaran sendiri bahwa kebersihan itu bukan untuk kita sendiri, tapi untuk kita semua, untuk warga Makassar.","12","untuk",NA,"ADP",NA,NA,"13","case",NA,NA
"334","doc18",1,1,"Pokoknya kita harus mengerti dengan kesadaran sendiri bahwa kebersihan itu bukan untuk kita sendiri, tapi untuk kita semua, untuk warga Makassar.","13","kita",NA,"PRON",NA,NA,"9","nmod",NA,NA
"335","doc18",1,1,"Pokoknya kita harus mengerti dengan kesadaran sendiri bahwa kebersihan itu bukan untuk kita sendiri, tapi untuk kita semua, untuk warga Makassar.","14","sendiri",NA,"ADJ",NA,NA,"13","amod",NA,"SpaceAfter=No"
"336","doc18",1,1,"Pokoknya kita harus mengerti dengan kesadaran sendiri bahwa kebersihan itu bukan untuk kita sendiri, tapi untuk kita semua, untuk warga Makassar.","15",",",NA,"PUNCT",NA,NA,"13","punct",NA,NA
"337","doc18",1,1,"Pokoknya kita harus mengerti dengan kesadaran sendiri bahwa kebersihan itu bukan untuk kita sendiri, tapi untuk kita semua, untuk warga Makassar.","16","tapi",NA,"SCONJ",NA,NA,"18","mark",NA,NA
"338","doc18",1,1,"Pokoknya kita harus mengerti dengan kesadaran sendiri bahwa kebersihan itu bukan untuk kita sendiri, tapi untuk kita semua, untuk warga Makassar.","17","untuk",NA,"ADP",NA,NA,"18","case",NA,NA
"339","doc18",1,1,"Pokoknya kita harus mengerti dengan kesadaran sendiri bahwa kebersihan itu bukan untuk kita sendiri, tapi untuk kita semua, untuk warga Makassar.","18","kita",NA,"PRON",NA,NA,"13","nmod",NA,NA
"340","doc18",1,1,"Pokoknya kita harus mengerti dengan kesadaran sendiri bahwa kebersihan itu bukan untuk kita sendiri, tapi untuk kita semua, untuk warga Makassar.","19","semua",NA,"DET",NA,NA,"18","det",NA,"SpaceAfter=No"
"341","doc18",1,1,"Pokoknya kita harus mengerti dengan kesadaran sendiri bahwa kebersihan itu bukan untuk kita sendiri, tapi untuk kita semua, untuk warga Makassar.","20",",",NA,"PUNCT",NA,NA,"18","punct",NA,NA
"342","doc18",1,1,"Pokoknya kita harus mengerti dengan kesadaran sendiri bahwa kebersihan itu bukan untuk kita sendiri, tapi untuk kita semua, untuk warga Makassar.","21","untuk",NA,"ADP",NA,NA,"22","case",NA,NA
"343","doc18",1,1,"Pokoknya kita harus mengerti dengan kesadaran sendiri bahwa kebersihan itu bukan untuk kita sendiri, tapi untuk kita semua, untuk warga Makassar.","22","warga",NA,"NOUN",NA,NA,"18","nmod",NA,NA
"344","doc18",1,1,"Pokoknya kita harus mengerti dengan kesadaran sendiri bahwa kebersihan itu bukan untuk kita sendiri, tapi untuk kita semua, untuk warga Makassar.","23","Makassar",NA,"PROPN",NA,NA,"22","flat",NA,"SpaceAfter=No"
"345","doc18",1,1,"Pokoknya kita harus mengerti dengan kesadaran sendiri bahwa kebersihan itu bukan untuk kita sendiri, tapi untuk kita semua, untuk warga Makassar.","24",".",NA,"PUNCT",NA,NA,"4","punct",NA,"SpacesAfter=\s\n"
"346","doc19",1,1,"Pekerjaan sehari-harinya apa selain jualan?","1","Pekerjaan",NA,"PROPN",NA,NA,"0","root",NA,NA
"347","doc19",1,1,"Pekerjaan sehari-harinya apa selain jualan?","2","sehari-harinya",NA,"NOUN",NA,NA,"1","compound",NA,NA
"348","doc19",1,1,"Pekerjaan sehari-harinya apa selain jualan?","3","apa",NA,"NOUN",NA,NA,"1","compound",NA,NA
"349","doc19",1,1,"Pekerjaan sehari-harinya apa selain jualan?","4","selain",NA,"ADP",NA,NA,"5","case",NA,NA
"350","doc19",1,1,"Pekerjaan sehari-harinya apa selain jualan?","5","jualan",NA,"NOUN",NA,NA,"3","nmod",NA,"SpaceAfter=No"
"351","doc19",1,1,"Pekerjaan sehari-harinya apa selain jualan?","6","?",NA,"PUNCT",NA,NA,"1","punct",NA,"SpacesAfter=\n"
"352","doc20",1,1,"Hanya ini mata pencaharian saya.","1","Hanya",NA,"ADV",NA,NA,"2","advmod",NA,NA
"353","doc20",1,1,"Hanya ini mata pencaharian saya.","2","ini",NA,"DET",NA,NA,"3","det",NA,NA
"354","doc20",1,1,"Hanya ini mata pencaharian saya.","3","mata",NA,"NOUN",NA,NA,"0","root",NA,NA
"355","doc20",1,1,"Hanya ini mata pencaharian saya.","4","pencaharian",NA,"NOUN",NA,NA,"3","compound",NA,NA
"356","doc20",1,1,"Hanya ini mata pencaharian saya.","5","saya",NA,"PRON",NA,NA,"4","det",NA,"SpaceAfter=No"
"357","doc20",1,1,"Hanya ini mata pencaharian saya.","6",".",NA,"PUNCT",NA,NA,"3","punct",NA,"SpacesAfter=\n"
"358","doc21",1,1,"Bagaimana dengan penghasilan yang diperoleh, apakah sudah mencukupi kebutuhan keluarga?","1","Bagaimana",NA,"ADV",NA,NA,"9","advmod",NA,NA
"359","doc21",1,1,"Bagaimana dengan penghasilan yang diperoleh, apakah sudah mencukupi kebutuhan keluarga?","2","dengan",NA,"ADP",NA,NA,"3","case",NA,NA
"360","doc21",1,1,"Bagaimana dengan penghasilan yang diperoleh, apakah sudah mencukupi kebutuhan keluarga?","3","penghasilan",NA,"NOUN",NA,NA,"9","obl",NA,NA
"361","doc21",1,1,"Bagaimana dengan penghasilan yang diperoleh, apakah sudah mencukupi kebutuhan keluarga?","4","yang",NA,"PRON",NA,NA,"5","nsubj:pass",NA,NA
"362","doc21",1,1,"Bagaimana dengan penghasilan yang diperoleh, apakah sudah mencukupi kebutuhan keluarga?","5","diperoleh",NA,"VERB",NA,NA,"3","acl",NA,"SpaceAfter=No"
"363","doc21",1,1,"Bagaimana dengan penghasilan yang diperoleh, apakah sudah mencukupi kebutuhan keluarga?","6",",",NA,"PUNCT",NA,NA,"9","punct",NA,NA
"364","doc21",1,1,"Bagaimana dengan penghasilan yang diperoleh, apakah sudah mencukupi kebutuhan keluarga?","7","apakah",NA,"ADV",NA,NA,"9","advmod",NA,NA
"365","doc21",1,1,"Bagaimana dengan penghasilan yang diperoleh, apakah sudah mencukupi kebutuhan keluarga?","8","sudah",NA,"ADV",NA,NA,"9","advmod",NA,NA
"366","doc21",1,1,"Bagaimana dengan penghasilan yang diperoleh, apakah sudah mencukupi kebutuhan keluarga?","9","mencukupi",NA,"VERB",NA,NA,"0","root",NA,NA
"367","doc21",1,1,"Bagaimana dengan penghasilan yang diperoleh, apakah sudah mencukupi kebutuhan keluarga?","10","kebutuhan",NA,"NOUN",NA,NA,"9","obj",NA,NA
"368","doc21",1,1,"Bagaimana dengan penghasilan yang diperoleh, apakah sudah mencukupi kebutuhan keluarga?","11","keluarga",NA,"NOUN",NA,NA,"10","compound",NA,"SpaceAfter=No"
"369","doc21",1,1,"Bagaimana dengan penghasilan yang diperoleh, apakah sudah mencukupi kebutuhan keluarga?","12","?",NA,"PUNCT",NA,NA,"9","punct",NA,"SpacesAfter=\n"
"370","doc22",1,1,"Terus terang saja, kadang tidak.","1","Terus",NA,"PROPN",NA,NA,"2","nsubj:pass",NA,NA
"371","doc22",1,1,"Terus terang saja, kadang tidak.","2","terang",NA,"VERB",NA,NA,"0","root",NA,NA
"372","doc22",1,1,"Terus terang saja, kadang tidak.","3","saja",NA,"ADV",NA,NA,"2","advmod",NA,"SpaceAfter=No"
"373","doc22",1,1,"Terus terang saja, kadang tidak.","4",",",NA,"PUNCT",NA,NA,"2","punct",NA,NA
"374","doc22",1,1,"Terus terang saja, kadang tidak.","5","kadang",NA,"ADV",NA,NA,"2","advmod",NA,NA
"375","doc22",1,1,"Terus terang saja, kadang tidak.","6","tidak",NA,"PART",NA,"Polarity=Neg","5","advmod",NA,"SpaceAfter=No"
"376","doc22",1,1,"Terus terang saja, kadang tidak.","7",".",NA,"PUNCT",NA,NA,"2","punct",NA,NA
"377","doc22",1,2,"Tapi yang penting kita bersyukur karena kita sudah berusaha.","1","Tapi",NA,"SCONJ",NA,NA,"5","mark",NA,NA
"378","doc22",1,2,"Tapi yang penting kita bersyukur karena kita sudah berusaha.","2","yang",NA,"PRON",NA,NA,"3","nsubj",NA,NA
"379","doc22",1,2,"Tapi yang penting kita bersyukur karena kita sudah berusaha.","3","penting",NA,"ADJ",NA,NA,"5","amod",NA,NA
"380","doc22",1,2,"Tapi yang penting kita bersyukur karena kita sudah berusaha.","4","kita",NA,"PRON",NA,NA,"5","nsubj",NA,NA
"381","doc22",1,2,"Tapi yang penting kita bersyukur karena kita sudah berusaha.","5","bersyukur",NA,"VERB",NA,NA,"0","root",NA,NA
"382","doc22",1,2,"Tapi yang penting kita bersyukur karena kita sudah berusaha.","6","karena",NA,"SCONJ",NA,NA,"9","mark",NA,NA
"383","doc22",1,2,"Tapi yang penting kita bersyukur karena kita sudah berusaha.","7","kita",NA,"PRON",NA,NA,"9","nsubj",NA,NA
"384","doc22",1,2,"Tapi yang penting kita bersyukur karena kita sudah berusaha.","8","sudah",NA,"ADV",NA,NA,"9","advmod",NA,NA
"385","doc22",1,2,"Tapi yang penting kita bersyukur karena kita sudah berusaha.","9","berusaha",NA,"VERB",NA,NA,"5","advcl",NA,"SpaceAfter=No"
"386","doc22",1,2,"Tapi yang penting kita bersyukur karena kita sudah berusaha.","10",".",NA,"PUNCT",NA,NA,"5","punct",NA,NA
"387","doc22",1,3,"Dulu kita jualan kecil-kecilan, tapi karena ada bantuan dari pemerintah, kita bisa tambah usaha seperti ini.","1","Dulu",NA,"NOUN",NA,NA,"0","root",NA,NA
"388","doc22",1,3,"Dulu kita jualan kecil-kecilan, tapi karena ada bantuan dari pemerintah, kita bisa tambah usaha seperti ini.","2","kita",NA,"PRON",NA,NA,"1","det",NA,NA
"389","doc22",1,3,"Dulu kita jualan kecil-kecilan, tapi karena ada bantuan dari pemerintah, kita bisa tambah usaha seperti ini.","3","jualan",NA,"NOUN",NA,NA,"2","compound",NA,NA
"390","doc22",1,3,"Dulu kita jualan kecil-kecilan, tapi karena ada bantuan dari pemerintah, kita bisa tambah usaha seperti ini.","4","kecil-kecilan",NA,"ADJ",NA,NA,"3","amod",NA,"SpaceAfter=No"
"391","doc22",1,3,"Dulu kita jualan kecil-kecilan, tapi karena ada bantuan dari pemerintah, kita bisa tambah usaha seperti ini.","5",",",NA,"PUNCT",NA,NA,"1","punct",NA,NA
"392","doc22",1,3,"Dulu kita jualan kecil-kecilan, tapi karena ada bantuan dari pemerintah, kita bisa tambah usaha seperti ini.","6","tapi",NA,"CCONJ",NA,NA,"1","cc",NA,NA
"393","doc22",1,3,"Dulu kita jualan kecil-kecilan, tapi karena ada bantuan dari pemerintah, kita bisa tambah usaha seperti ini.","7","karena",NA,"SCONJ",NA,NA,"8","mark",NA,NA
"394","doc22",1,3,"Dulu kita jualan kecil-kecilan, tapi karena ada bantuan dari pemerintah, kita bisa tambah usaha seperti ini.","8","ada",NA,"VERB",NA,NA,"1","advcl",NA,NA
"395","doc22",1,3,"Dulu kita jualan kecil-kecilan, tapi karena ada bantuan dari pemerintah, kita bisa tambah usaha seperti ini.","9","bantuan",NA,"NOUN",NA,NA,"8","obj",NA,NA
"396","doc22",1,3,"Dulu kita jualan kecil-kecilan, tapi karena ada bantuan dari pemerintah, kita bisa tambah usaha seperti ini.","10","dari",NA,"ADP",NA,NA,"11","case",NA,NA
"397","doc22",1,3,"Dulu kita jualan kecil-kecilan, tapi karena ada bantuan dari pemerintah, kita bisa tambah usaha seperti ini.","11","pemerintah",NA,"NOUN",NA,NA,"9","nmod",NA,"SpaceAfter=No"
"398","doc22",1,3,"Dulu kita jualan kecil-kecilan, tapi karena ada bantuan dari pemerintah, kita bisa tambah usaha seperti ini.","12",",",NA,"PUNCT",NA,NA,"1","punct",NA,NA
"399","doc22",1,3,"Dulu kita jualan kecil-kecilan, tapi karena ada bantuan dari pemerintah, kita bisa tambah usaha seperti ini.","13","kita",NA,"PRON",NA,NA,"15","nsubj",NA,NA
"400","doc22",1,3,"Dulu kita jualan kecil-kecilan, tapi karena ada bantuan dari pemerintah, kita bisa tambah usaha seperti ini.","14","bisa",NA,"ADV",NA,NA,"15","advmod",NA,NA
"401","doc22",1,3,"Dulu kita jualan kecil-kecilan, tapi karena ada bantuan dari pemerintah, kita bisa tambah usaha seperti ini.","15","tambah",NA,"VERB",NA,NA,"1","advcl",NA,NA
"402","doc22",1,3,"Dulu kita jualan kecil-kecilan, tapi karena ada bantuan dari pemerintah, kita bisa tambah usaha seperti ini.","16","usaha",NA,"NOUN",NA,NA,"15","obl",NA,NA
"403","doc22",1,3,"Dulu kita jualan kecil-kecilan, tapi karena ada bantuan dari pemerintah, kita bisa tambah usaha seperti ini.","17","seperti",NA,"ADP",NA,NA,"16","case",NA,NA
"404","doc22",1,3,"Dulu kita jualan kecil-kecilan, tapi karena ada bantuan dari pemerintah, kita bisa tambah usaha seperti ini.","18","ini",NA,"DET",NA,NA,"16","det",NA,"SpaceAfter=No"
"405","doc22",1,3,"Dulu kita jualan kecil-kecilan, tapi karena ada bantuan dari pemerintah, kita bisa tambah usaha seperti ini.","19",".",NA,"PUNCT",NA,NA,"1","punct",NA,"SpacesAfter=\s\n"
"406","doc23",1,1,"Artinya, dengan dibukanya Pantai Losari ini bisa menambah lapangan kerja?","1","Artinya",NA,"NOUN",NA,NA,"9","nsubj",NA,"SpaceAfter=No"
"407","doc23",1,1,"Artinya, dengan dibukanya Pantai Losari ini bisa menambah lapangan kerja?","2",",",NA,"PUNCT",NA,NA,"1","punct",NA,NA
"408","doc23",1,1,"Artinya, dengan dibukanya Pantai Losari ini bisa menambah lapangan kerja?","3","dengan",NA,"ADP",NA,NA,"4","case",NA,NA
"409","doc23",1,1,"Artinya, dengan dibukanya Pantai Losari ini bisa menambah lapangan kerja?","4","dibukanya",NA,"VERB",NA,NA,"1","acl",NA,NA
"410","doc23",1,1,"Artinya, dengan dibukanya Pantai Losari ini bisa menambah lapangan kerja?","5","Pantai",NA,"PROPN",NA,NA,"1","flat",NA,NA
"411","doc23",1,1,"Artinya, dengan dibukanya Pantai Losari ini bisa menambah lapangan kerja?","6","Losari",NA,"PROPN",NA,NA,"5","flat",NA,NA
"412","doc23",1,1,"Artinya, dengan dibukanya Pantai Losari ini bisa menambah lapangan kerja?","7","ini",NA,"DET",NA,NA,"5","det",NA,NA
"413","doc23",1,1,"Artinya, dengan dibukanya Pantai Losari ini bisa menambah lapangan kerja?","8","bisa",NA,"ADV",NA,NA,"9","advmod",NA,NA
"414","doc23",1,1,"Artinya, dengan dibukanya Pantai Losari ini bisa menambah lapangan kerja?","9","menambah",NA,"VERB",NA,NA,"0","root",NA,NA
"415","doc23",1,1,"Artinya, dengan dibukanya Pantai Losari ini bisa menambah lapangan kerja?","10","lapangan",NA,"NOUN",NA,NA,"9","obj",NA,NA
"416","doc23",1,1,"Artinya, dengan dibukanya Pantai Losari ini bisa menambah lapangan kerja?","11","kerja",NA,"NOUN",NA,NA,"10","compound",NA,"SpaceAfter=No"
"417","doc23",1,1,"Artinya, dengan dibukanya Pantai Losari ini bisa menambah lapangan kerja?","12","?",NA,"PUNCT",NA,NA,"9","punct",NA,"SpacesAfter=\n"
"418","doc24",1,1,"Iya.","1","Iya",NA,"PROPN",NA,NA,"0","root",NA,"SpaceAfter=No"
"419","doc24",1,1,"Iya.","2",".",NA,"PUNCT",NA,NA,"1","punct",NA,NA
"420","doc24",1,2,"Betul, Pak.","1","Betul",NA,"PROPN",NA,NA,"0","root",NA,"SpaceAfter=No"
"421","doc24",1,2,"Betul, Pak.","2",",",NA,"PUNCT",NA,NA,"1","punct",NA,NA
"422","doc24",1,2,"Betul, Pak.","3","Pak",NA,"PROPN",NA,NA,"1","appos",NA,"SpaceAfter=No"
"423","doc24",1,2,"Betul, Pak.","4",".",NA,"PUNCT",NA,NA,"1","punct",NA,"SpacesAfter=\n"
"424","doc25",1,1,"Terus terang dulu saya bawa becak.","1","Terus",NA,"PROPN",NA,NA,"2","nsubj",NA,NA
"425","doc25",1,1,"Terus terang dulu saya bawa becak.","2","terang",NA,"VERB",NA,NA,"0","root",NA,NA
"426","doc25",1,1,"Terus terang dulu saya bawa becak.","3","dulu",NA,"ADV",NA,NA,"4","advmod",NA,NA
"427","doc25",1,1,"Terus terang dulu saya bawa becak.","4","saya",NA,"PRON",NA,NA,"2","obj",NA,NA
"428","doc25",1,1,"Terus terang dulu saya bawa becak.","5","bawa",NA,"NOUN",NA,NA,"4","acl",NA,NA
"429","doc25",1,1,"Terus terang dulu saya bawa becak.","6","becak",NA,"ADJ",NA,NA,"5","amod",NA,"SpaceAfter=No"
"430","doc25",1,1,"Terus terang dulu saya bawa becak.","7",".",NA,"PUNCT",NA,NA,"2","punct",NA,NA
"431","doc25",1,2,"Tapi karena penghasilannya begitu, saya coba mengadu nasib di sini.","1","Tapi",NA,"SCONJ",NA,NA,"3","mark",NA,NA
"432","doc25",1,2,"Tapi karena penghasilannya begitu, saya coba mengadu nasib di sini.","2","karena",NA,"CCONJ",NA,NA,"3","cc",NA,NA
"433","doc25",1,2,"Tapi karena penghasilannya begitu, saya coba mengadu nasib di sini.","3","penghasilannya",NA,"NOUN",NA,NA,"0","root",NA,NA
"434","doc25",1,2,"Tapi karena penghasilannya begitu, saya coba mengadu nasib di sini.","4","begitu",NA,"ADV",NA,NA,"3","advmod",NA,"SpaceAfter=No"
"435","doc25",1,2,"Tapi karena penghasilannya begitu, saya coba mengadu nasib di sini.","5",",",NA,"PUNCT",NA,NA,"3","punct",NA,NA
"436","doc25",1,2,"Tapi karena penghasilannya begitu, saya coba mengadu nasib di sini.","6","saya",NA,"PRON",NA,NA,"7","det",NA,NA
"437","doc25",1,2,"Tapi karena penghasilannya begitu, saya coba mengadu nasib di sini.","7","coba",NA,"NOUN",NA,NA,"3","appos",NA,NA
"438","doc25",1,2,"Tapi karena penghasilannya begitu, saya coba mengadu nasib di sini.","8","mengadu",NA,"VERB",NA,NA,"7","acl",NA,NA
"439","doc25",1,2,"Tapi karena penghasilannya begitu, saya coba mengadu nasib di sini.","9","nasib",NA,"NOUN",NA,NA,"8","obj",NA,NA
"440","doc25",1,2,"Tapi karena penghasilannya begitu, saya coba mengadu nasib di sini.","10","di",NA,"ADP",NA,NA,"11","case",NA,NA
"441","doc25",1,2,"Tapi karena penghasilannya begitu, saya coba mengadu nasib di sini.","11","sini",NA,"PRON",NA,NA,"8","obl",NA,"SpaceAfter=No"
"442","doc25",1,2,"Tapi karena penghasilannya begitu, saya coba mengadu nasib di sini.","12",".",NA,"PUNCT",NA,NA,"3","punct",NA,NA
"443","doc25",1,3,"Alhamdulillah.","1","Alhamdulillah",NA,"PROPN",NA,NA,"0","root",NA,"SpaceAfter=No"
"444","doc25",1,3,"Alhamdulillah.","2",".",NA,"PUNCT",NA,NA,"1","punct",NA,NA
"445","doc25",1,4,"Dulu kita sering dikejar-kejar.","1","Dulu",NA,"NOUN",NA,NA,"4","nsubj:pass",NA,NA
"446","doc25",1,4,"Dulu kita sering dikejar-kejar.","2","kita",NA,"PRON",NA,NA,"1","det",NA,NA
"447","doc25",1,4,"Dulu kita sering dikejar-kejar.","3","sering",NA,"ADV",NA,NA,"4","advmod",NA,NA
"448","doc25",1,4,"Dulu kita sering dikejar-kejar.","4","dikejar-kejar",NA,"VERB",NA,NA,"0","root",NA,"SpaceAfter=No"
"449","doc25",1,4,"Dulu kita sering dikejar-kejar.","5",".",NA,"PUNCT",NA,NA,"4","punct",NA,NA
"450","doc25",1,5,"Tapi kita hidup di sini mau baik-baik.","1","Tapi",NA,"SCONJ",NA,NA,"3","mark",NA,NA
"451","doc25",1,5,"Tapi kita hidup di sini mau baik-baik.","2","kita",NA,"PRON",NA,NA,"3","nsubj",NA,NA
"452","doc25",1,5,"Tapi kita hidup di sini mau baik-baik.","3","hidup",NA,"VERB",NA,NA,"0","root",NA,NA
"453","doc25",1,5,"Tapi kita hidup di sini mau baik-baik.","4","di",NA,"ADP",NA,NA,"5","case",NA,NA
"454","doc25",1,5,"Tapi kita hidup di sini mau baik-baik.","5","sini",NA,"PRON",NA,NA,"3","obl",NA,NA
"455","doc25",1,5,"Tapi kita hidup di sini mau baik-baik.","6","mau",NA,"ADV",NA,NA,"3","advmod",NA,NA
"456","doc25",1,5,"Tapi kita hidup di sini mau baik-baik.","7","baik-baik",NA,"ADJ",NA,NA,"3","amod",NA,"SpaceAfter=No"
"457","doc25",1,5,"Tapi kita hidup di sini mau baik-baik.","8",".",NA,"PUNCT",NA,NA,"3","punct",NA,NA
"458","doc25",1,6,"Ketika ada hasil rapat mengenai kebersihan, kita setuju dengan pentingnya kebersihan.","1","Ketika",NA,"SCONJ",NA,NA,"2","mark",NA,NA
"459","doc25",1,6,"Ketika ada hasil rapat mengenai kebersihan, kita setuju dengan pentingnya kebersihan.","2","ada",NA,"VERB",NA,NA,"9","advcl",NA,NA
"460","doc25",1,6,"Ketika ada hasil rapat mengenai kebersihan, kita setuju dengan pentingnya kebersihan.","3","hasil",NA,"NOUN",NA,NA,"2","obj",NA,NA
"461","doc25",1,6,"Ketika ada hasil rapat mengenai kebersihan, kita setuju dengan pentingnya kebersihan.","4","rapat",NA,"NOUN",NA,NA,"3","compound",NA,NA
"462","doc25",1,6,"Ketika ada hasil rapat mengenai kebersihan, kita setuju dengan pentingnya kebersihan.","5","mengenai",NA,"ADP",NA,NA,"6","case",NA,NA
"463","doc25",1,6,"Ketika ada hasil rapat mengenai kebersihan, kita setuju dengan pentingnya kebersihan.","6","kebersihan",NA,"NOUN",NA,NA,"3","nmod",NA,"SpaceAfter=No"
"464","doc25",1,6,"Ketika ada hasil rapat mengenai kebersihan, kita setuju dengan pentingnya kebersihan.","7",",",NA,"PUNCT",NA,NA,"2","punct",NA,NA
"465","doc25",1,6,"Ketika ada hasil rapat mengenai kebersihan, kita setuju dengan pentingnya kebersihan.","8","kita",NA,"PRON",NA,NA,"9","nsubj",NA,NA
"466","doc25",1,6,"Ketika ada hasil rapat mengenai kebersihan, kita setuju dengan pentingnya kebersihan.","9","setuju",NA,"VERB",NA,NA,"0","root",NA,NA
"467","doc25",1,6,"Ketika ada hasil rapat mengenai kebersihan, kita setuju dengan pentingnya kebersihan.","10","dengan",NA,"ADP",NA,NA,"11","case",NA,NA
"468","doc25",1,6,"Ketika ada hasil rapat mengenai kebersihan, kita setuju dengan pentingnya kebersihan.","11","pentingnya",NA,"NOUN",NA,NA,"9","obl",NA,NA
"469","doc25",1,6,"Ketika ada hasil rapat mengenai kebersihan, kita setuju dengan pentingnya kebersihan.","12","kebersihan",NA,"NOUN",NA,NA,"11","compound",NA,"SpaceAfter=No"
"470","doc25",1,6,"Ketika ada hasil rapat mengenai kebersihan, kita setuju dengan pentingnya kebersihan.","13",".",NA,"PUNCT",NA,NA,"9","punct",NA,"SpacesAfter=\n"
"471","doc26",1,1,"Berapa jumlah penjual di sini?","1","Berapa",NA,"ADV",NA,NA,"2","advmod",NA,NA
"472","doc26",1,1,"Berapa jumlah penjual di sini?","2","jumlah",NA,"NOUN",NA,NA,"0","root",NA,NA
"473","doc26",1,1,"Berapa jumlah penjual di sini?","3","penjual",NA,"NOUN",NA,NA,"2","compound",NA,NA
"474","doc26",1,1,"Berapa jumlah penjual di sini?","4","di",NA,"ADP",NA,NA,"5","case",NA,NA
"475","doc26",1,1,"Berapa jumlah penjual di sini?","5","sini",NA,"NOUN",NA,NA,"2","nmod",NA,"SpaceAfter=No"
"476","doc26",1,1,"Berapa jumlah penjual di sini?","6","?",NA,"PUNCT",NA,NA,"2","punct",NA,"SpacesAfter=\n"
"477","doc27",1,1,"Kita di sini ada ketua kelompoknya.","1","Kita",NA,"PROPN",NA,NA,"4","nsubj",NA,NA
"478","doc27",1,1,"Kita di sini ada ketua kelompoknya.","2","di",NA,"ADP",NA,NA,"3","case",NA,NA
"479","doc27",1,1,"Kita di sini ada ketua kelompoknya.","3","sini",NA,"PRON",NA,NA,"1","nmod",NA,NA
"480","doc27",1,1,"Kita di sini ada ketua kelompoknya.","4","ada",NA,"VERB",NA,NA,"0","root",NA,NA
"481","doc27",1,1,"Kita di sini ada ketua kelompoknya.","5","ketua",NA,"NOUN",NA,NA,"4","obj",NA,NA
"482","doc27",1,1,"Kita di sini ada ketua kelompoknya.","6","kelompoknya",NA,"NOUN",NA,NA,"5","compound",NA,"SpaceAfter=No"
"483","doc27",1,1,"Kita di sini ada ketua kelompoknya.","7",".",NA,"PUNCT",NA,NA,"4","punct",NA,"SpacesAfter=\n"
"484","doc28",1,1,"Terkoordinir?","1","Terkoordinir",NA,"PROPN",NA,NA,"0","root",NA,"SpaceAfter=No"
"485","doc28",1,1,"Terkoordinir?","2","?",NA,"PUNCT",NA,NA,"1","punct",NA,"SpacesAfter=\n"
"486","doc29",1,1,"Iya.","1","Iya",NA,"PROPN",NA,NA,"0","root",NA,"SpaceAfter=No"
"487","doc29",1,1,"Iya.","2",".",NA,"PUNCT",NA,NA,"1","punct",NA,"SpacesAfter=\n"
"488","doc30",1,1,"Ada berapa orang?","1","Ada",NA,"VERB",NA,NA,"0","root",NA,NA
"489","doc30",1,1,"Ada berapa orang?","2","berapa",NA,"DET",NA,NA,"3","det",NA,NA
"490","doc30",1,1,"Ada berapa orang?","3","orang",NA,"NOUN",NA,NA,"1","obj",NA,"SpaceAfter=No"
"491","doc30",1,1,"Ada berapa orang?","4","?",NA,"PUNCT",NA,NA,"1","punct",NA,"SpacesAfter=\n"
"492","doc31",1,1,"Ada tiga tim di Pantai Losari.","1","Ada",NA,"VERB",NA,NA,"0","root",NA,NA
"493","doc31",1,1,"Ada tiga tim di Pantai Losari.","2","tiga",NA,"NUM",NA,"NumType=Card","3","nummod",NA,NA
"494","doc31",1,1,"Ada tiga tim di Pantai Losari.","3","tim",NA,"NOUN",NA,NA,"1","obj",NA,NA
"495","doc31",1,1,"Ada tiga tim di Pantai Losari.","4","di",NA,"ADP",NA,NA,"5","case",NA,NA
"496","doc31",1,1,"Ada tiga tim di Pantai Losari.","5","Pantai",NA,"PROPN",NA,NA,"3","nmod",NA,NA
"497","doc31",1,1,"Ada tiga tim di Pantai Losari.","6","Losari",NA,"PROPN",NA,NA,"5","flat",NA,"SpaceAfter=No"
"498","doc31",1,1,"Ada tiga tim di Pantai Losari.","7",".",NA,"PUNCT",NA,NA,"1","punct",NA,NA
"499","doc31",1,2,"Ada bendahara, ada ketua kebersihan, ada pengawas.","1","Ada",NA,"VERB",NA,NA,"0","root",NA,NA
